name,version,description,downloads,ranking
Google.Cloud.Logging.Type,4.2.0,Version-agnostic types for the Google Cloud Logging API.,"15,643,695",839
Elastic.CommonSchema.Serilog,8.12.3,Serilog TextFormatter that formats log events in accordance with Elastic Common Schema (ECS).,"15,642,005",840
PostSharp,2025.0.6,The #1 pattern-aware extension to C# and VB.,"15,629,407",841
Serilog.Sinks.AwsCloudWatch,4.3.37,A Serilog sink that logs to AWS CloudWatch,"15,623,103",842
Serilog.Sinks.ColoredConsole,3.0.1,"Now replaced by Serilog.Sinks.Console, please use that package instead. The colored console sink for Serilog","15,605,149",843
TeamCity.ServiceMessages,4.1.1,This library provides read/write access to TeamCity Service messages. The documentation on service messages can be found at https://www.jetbrains.com/help/teamcity/service-messages.html,"15,573,556",844
Minio,6.0.4,MinIO .NET SDK for Amazon S3 Compatible Cloud Storage.,"15,571,442",845
DotNetty.Handlers,0.7.6,Application handlers for DotNetty,"15,569,443",846
J2N,2.1.0,"J2N is a library that helps bridge the gap between .NET and Java. It provides components to assist with porting Java code to .NET, such as collections, adapters, and extensions. It contains some features from...
More information","15,495,165",847
Serilog.Enrichers.ClientInfo,2.1.2,"Enrich logs with client IP, CorrelationId and HTTP request headers.","15,494,039",848
Nancy,2.0.0,"Nancy is a lightweight web framework for the .Net platform, inspired by Sinatra. Nancy aim at delivering a low ceremony approach to building light, fast web applications.","15,401,599",849
dotnet-coverage,17.14.2,Code coverage tools.,"15,384,982",850
CacheManager.Core,2.0.0,"CacheManager is an open source caching abstraction layer for .NET written in C#. It supports various cache providers and implements many advanced features. The Core library contains all base interfaces and...
More information","15,366,555",851
Amazon.CDK,1.204.0,AWS Cloud Development Kit Core Library (Stability: Stable),"15,362,673",852
FastExpressionCompiler,5.0.3,FastExpressionCompiler is 10-40x times faster than Expression.Compile(),"15,307,771",853
StackExchange.Redis.Extensions.Newtonsoft,11.0.0,"StackExchange.Redis.Extensions is a library that extends StackExchange.Redis allowing you a set of functionality needed by common applications.

            To store complex data It requires one of the...
More information","15,240,252",854
Google.Apis.Drive.v3,1.69.0.3703,"Google APIs Client Library for working with Drive v3.

      Product documentation is available at:
      https://developers.google.com/drive/

      API reference documentation for this package is available...
More information","15,182,177",855
MimeKitLite,4.11.0,"MimeKit is an Open Source library for creating and parsing MIME messages. It also supports parsing of Unix mbox files.

      Unlike any other .NET MIME parser, MimeKit's parser does not need to parse string...
More information","15,164,926",856
NUnit.Runners,3.12.0,"This package is now obsolete and has been replaced by the NUnit.Console package.

      It includes the nunit3-console runner and test engine for version 3 of the NUnit unit-testing framework.

      The...
More information","15,089,412",857
NBuilder,6.1.0,"Through a fluent, extensible interface, NBuilder allows you to rapidly create test data, automatically assigning values to properties and public fields that are one of the built in .NET data types (e.g. ints...
More information","15,060,982",858
Respawn,6.2.1,Intelligent resetting for database tests,"15,051,698",859
IoC.Container,1.3.8,"Simple, powerful and fast expressions based Inversion of Control container for .NET.","15,019,216",860
ServiceStack,8.6.0,"ServiceStack is a simple and fast alternative to WCF, MVC and Web API in one cohesive framework for all your services and web apps that's intuitive and Easy to use!

    To get started see:...
More information","14,936,968",861
Blauhaus.Common.ValueObjects,2.4.4,Package Description,"14,928,076",862
BitMiracle.LibTiff.NET,2.4.660,.NET version of LibTiff library made by Bit Miracle,"14,893,406",863
DevExpress.Xpo,24.2.6,"eXpress Persistent Objects (XPO) is an Object-Relational Mapping (ORM) tool that handles all aspects of database creation and object persistence, allowing you to concentrate on your application's business...
More information","14,862,435",864
log4net.Ext.Json,3.0.3,Enable JSON logging in log4net.,"14,843,164",865
Serilog.Exceptions.EntityFrameworkCore,8.4.0,Log exception details and custom properties that are not output in Exception.ToString(). Contains custom destructurers for Entity Framework Core exceptions.,"14,832,629",866
Amazon.CDK.CloudAssembly.Schema,42.0.0,Schema for the protocol between CDK framework and CDK CLI (Stability: Stable),"14,828,102",867
Npgsql.OpenTelemetry,9.0.3,Package Description,"14,818,360",868
SqlKata,4.0.1,"A powerful Dynamic Sql Query Builder supporting SQL Server, MySql, PostgreSql, Sqlite, and Oracle","14,799,709",869
Npgsql.EntityFrameworkCore.PostgreSQL.Design,1.1.0,Npgsql.EntityFrameworkCore.PostgreSQL.Design,"14,777,667",870
TimeZoneNames,7.0.0,Provides localized time zone names.,"14,767,599",871
NSwag.CodeGeneration,14.3.0,NSwag: The OpenAPI/Swagger API toolchain for .NET and TypeScript,"14,754,238",872
NPoco,5.7.1,"An extremely easy to use Micro-ORM supporting Sql Server, MySQL, PostgreSQL, Oracle, Sqlite, SqlCE.","14,734,725",873
akavache.sqlite3,10.2.41,Akavache Sqlite3,"14,721,285",874
Autofac.Owin,7.1.0,ASP.NET OWIN integration support for Autofac IoC.,"14,717,815",875
MimeMapping,3.1.0,"Constants for (almost) all MIME types and method to determine MIME type from a file name.
Contains just over 1000 mime types.

The Dictionary is generated from the jshttp/mime-db db.json file.
Works similar to...
More information","14,706,469",876
akavache.core,10.2.41,"An asynchronous, persistent key-value store for desktop and mobile applications on .NET","14,697,705",877
Autofac.Extras.Moq,7.0.0,Autofac extension for automocking and creation of mock objects in Moq.,"14,687,120",878
Sentry.Protocol,2.1.8,The Sentry Protocol used to communicate with Sentry - Open-source error tracking that helps developers monitor and fix crashes in real time.,"14,630,062",879
DeepCloner,0.10.4,Small Library for fast deep or shallow cloning .NET objects. It allows to copy everything and has a lot of performance tricks for fast copying.,"14,609,125",880
DynamicData,9.2.1,"Bring the power of Rx to collections using Dynamic Data.
Dynamic Data is a comprehensive caching and data manipulation solution which introduces domain centric observable collections.
      Linq extensions...
More information","14,585,202",881
GraphQL.Server.Transports.AspNetCore,8.2.0,HTTP middleware for GraphQL,"14,579,075",882
akavache,10.2.41,"An asynchronous, persistent key-value store for desktop and mobile applications on .NET","14,568,099",883
HotChocolate.Transport.Sockets,15.1.3,This package contains common abstractions and base classes for socket transport.,"14,563,656",884
MudBlazor,8.5.0,Blazor Component Library based on Material Design principles with an emphasis on ease of use and extensibility,"14,556,248",885
Antlr4.Runtime,4.6.6,"The runtime library for parsers generated by the C# target of ANTLR 4. This package supports projects targeting .NET 2.0 or newer, and built using Visual Studio 2008 or newer.","14,521,810",886
AWSXRayRecorder.Handlers.AspNetCore,2.12.0,This package contains libraries to trace ASP.NET Core Web requests.,"14,510,812",887
Hyak.Common,1.2.2,"Provides infrastructure for common error handling, tracing, configuration, and HTTP/REST-based pipeline manipulation for REST clients generated with Hyak.","14,498,985",888
dbup,5.0.41,"This package exists to allow easy upgrades from pre-4.0 version This package was split into two packages dbup-core and dbup-sqlserver so that non SQL Server packages did not need to also
    reference the SQL...
More information","14,469,157",889
Ensure.That,10.1.0,Argument validation made simple and unified. It ensures arguments conforms to simple validation rules and provides an uniformed exception throwing strategy if arguments are invalid.,"14,443,564",890
FluentResults,3.16.0,A lightweight Result object implementation for .NET,"14,428,673",891
JsonConverter.Abstractions,0.7.1,Common interface for Json converters (serialize and deserialize),"14,425,400",892
elmah,1.2.2,"ELMAH with initial configuration for getting started quickly. ELMAH (Error Logging Modules and Handlers) is an application-wide error logging facility that is completely pluggable. It can be dynamically added...
More information","14,379,244",893
Snowflake.Data,4.3.0,Snowflake Connector for .NET,"14,346,923",894
Ardalis.SmartEnum,8.2.0,Classes to help produce strongly typed smarter enums in .NET.,"14,335,815",895
Serilog.Sinks.Splunk,5.1.0,The Splunk Sink for Serilog,"14,334,452",896
Serilog.Sinks.Literate,3.0.0,"Now replaced by Serilog.Sinks.Console, please use that package instead. An alternative colored console sink for Serilog that pretty-prints properties.","14,298,045",897
AspNetCore.HealthChecks.System,9.0.0,HealthChecks.System is the system health check package.,"14,254,228",898
OpenIddict.Validation,6.2.0,"OpenIddict token validation services.

Note: this package only contains the generic/host-agnostic validation components.
To use the validation feature on ASP.NET Core or OWIN/Katana, reference the...
More information","14,224,388",899
Sentry.PlatformAbstractions,1.1.1,Abstractions to platform information,"14,181,274",900
Z.EntityFramework.Extensions,9.103.7.2,"Entity Framework Extensions extends your DbContext with high-performance bulk operations: BulkSaveChanges, BulkInsert, BulkUpdate, BulkDelete, BulkMerge, and more.

Support: SQL Server, MySQL, Oracle,...
More information","14,175,357",901
RazorEngine.NetCore,3.1.0,Fork from https://github.com/Antaris/RazorEngine,"14,138,341",902
Quartz.AspNetCore,3.14.0,Quartz.NET ASP.NET Core integration; Quartz Scheduling Framework for .NET,"14,116,059",903
Refractored.MvvmHelpers,1.6.2,"Collection of MVVM Helpers such as ObservableRangeCollection, BaseViewModel, Grouping, and others.","14,009,227",904
Volo.Abp.Ddd.Application.Contracts,9.1.1,Package Description,"13,994,836",905
Novell.Directory.Ldap.NETStandard,4.0.0,"LDAP client library - .NET Standard 2.0/2.1, - compatible .NET platforms: .NET >= NET6, NET8, NET9, .NET Framework >= 4.6, Universal Windows Platform, Xamarin. Works with any LDAP server (including Microsoft...
More information","13,968,653",906
NJsonSchema.Extensions,0.1.0,"Extension methods for NJsonSchema to convert JObject, JArray and object to a NJsonSchema","13,915,832",907
Magick.NET-Q8-AnyCPU,14.5.0,"ImageMagick is a powerful image manipulation library that supports over 100 major file formats (not including sub-formats). With Magick.NET you can use ImageMagick without having to install ImageMagick on your...
More information","13,907,904",908
Extended.Wpf.Toolkit,4.7.25104.5739,"Extended WPF Toolkit is the number one collection of WPF controls, components and utilities for creating next generation Windows applications. Provides 48 controls, all offered under the Xceed Software Inc...
More information","13,904,845",909
AspNetCore.HealthChecks.Publisher.ApplicationInsights,9.0.0,HealthChecks.Publisher.ApplicationInsights is the health check publisher for Application Insights.,"13,863,801",910
JsonSchema.Net,7.3.4,JSON Schema built on the System.Text.Json namespace,"13,860,920",911
Datadog.Trace.Bundle,3.13.0,Auto-instrumentation assets for Datadog APM,"13,818,427",912
mongocsharpdriver,2.30.0,This package contains the legacy driver. The new driver's package name is MongoDB.Driver,"13,812,580",913
NunitXml.TestLogger,6.1.0,"Xml logger for NUnit v3 compliant xml report when test is running with ""dotnet test"" or ""dotnet vstest"".","13,798,910",914
DryIoc.dll,5.4.3,"DryIoc is fast, small, full-featured IoC Container for .NET","13,791,254",915
Serilog.Sinks.XUnit,3.0.19,The xUnit test output sink for Serilog,"13,772,276",916
Volo.Abp.Http.Abstractions,9.1.1,Package Description,"13,751,488",917
Amazon.CDK.RegionInfo,2.186.0,"AWS region information, such as service principal names (Stability: Stable)","13,747,237",918
Volo.Abp.Specifications,9.1.1,Package Description,"13,693,439",919
CarouselView.FormsPlugin,6.0.0,"Create Horizontal and Vertical carousels, add page indicators, navigation arrows and much more. “How to” at Github repository.","13,649,403",920
Exceptionless,6.0.4,Exceptionless is a cloud based error reporting service that sends your exceptions to https://exceptionless.com and provides aggregated views and analytics.,"13,636,291",921
AWSSDK.SecretsManager.Caching,1.0.6,The AWS Secrets Manager .NET caching client enables in-process caching of secrets for C# applications.,"13,624,643",922
Dapr.AspNetCore,1.15.2,This package contains the reference assemblies for developing services using Dapr and AspNetCore.,"13,585,432",923
iTextSharp.LGPLv2.Core,3.7.1,iTextSharp.LGPLv2.Core is an unofficial port of the last LGPL version of the iTextSharp (V4.1.6) to .NET Core.,"13,555,770",924
OpenIddict.Server,6.2.0,"OpenIddict authorization server services.

Note: this package only contains the generic/host-agnostic server components.
To use the server feature on ASP.NET Core or OWIN/Katana, reference the...
More information","13,545,696",925
SharpDX,4.2.0,Core assembly for all SharpDX assemblies.,"13,530,201",926
EnterpriseLibrary.TransientFaultHandling.Data,6.0.1304.1,"Transient error detection strategies to use with Windows Azure SQL Database, for the Transient Fault Handling Application Block (""Topaz"").","13,501,701",927
AutoFixture.NUnit3,4.18.1,"By leveraging some features of NUnit3, this extension turns AutoFixture into a declarative framework for writing unit tests. In many ways it becomes a unit testing DSL (Domain Specific Language).","13,491,269",928
DotNetCore.NPOI,1.2.3,A .NET library for reading and writing Microsoft Office binary and OOXML file formats.,"13,474,356",929
SerilogTimings,3.1.0,Extend Serilog with timed operations.,"13,472,361",930
Elastic.Apm.SerilogEnricher,8.12.3,Enrich Serilog log messages with APM TraceId and TransactionId.,"13,422,276",931
Volo.Abp.Authorization.Abstractions,9.1.1,Package Description,"13,417,992",932
RazorGenerator.Mvc,2.4.9,MVC View engine that supports precompiled Razor views,"13,346,024",933
Tavis.UriTemplates,2.0.0,URI Template resolution library - Implementation of RFC 6570,"13,341,137",934
Prism.Unity.Forms,9.0.537,Use these extensions to build Xamarin.Forms applications with Prism and Unity.,"13,281,092",935
Volo.Abp.Features,9.1.1,Package Description,"13,280,891",936
dotnet-trace,9.0.607501,.NET Performance Trace Tool,"13,265,259",937
SimpleInfoName,3.1.0,"Generates simple names info (types, parameters, properties, fields, and methods).","13,251,768",938
Sigil,5.0.0,A fail-fast validating helper for .NET CIL generation,"13,218,104",939
AsyncFixer,1.6.0,"AsyncFixer helps developers in finding and correcting common async/await misuses (i.e., anti-patterns). It currently detects 5 common kinds of async/await misuses and fixes 3 of them via program...
More information","13,183,612",940
modernhttpclient-updated,3.4.3,This library brings the latest platform-specific networking libraries to Xamarin applications via a custom HttpClient handler.,"13,143,619",941
Colorful.Console,1.2.15,Style your C# console output!,"13,140,344",942
SixLabors.ImageSharp.Web,3.1.4,ImageSharp Middleware for serving images via a url based API.,"13,099,058",943
JavaScriptEngineSwitcher.Core,3.24.1,"JavaScript Engine Switcher determines unified interface for access to the basic features of popular JavaScript engines. This library allows you to quickly and easily switch to using of another JavaScript...
More information","13,082,268",944
Unity.Mvc,5.11.1,Unity for ASP.NET MVC,"13,065,477",945
cef.redist.x64,120.2.7,"CEF - the Chromium Embedded Framework.
    NOTE: This package is maintained on behalf of the CEF authors by the CefSharp project at http://github.com/cefsharp/cef-binary","13,054,583",946
IronPdf,2025.3.6,"IronPDF helps C# Software Engineers to create, edit and extract PDF content in .NET projects.

# C# HTML to PDF for .NET 8, .NET 7, .NET 6, .NET 5, Core, Standard, and Framework
# Work with PDFs in C# using...
More information","13,049,693",947
SlowCheetah,2.5.48,Allows for configuration based XML transformations at build time.,"13,034,632",948
dotnet-counters,9.0.607501,.NET Performance Counter Tool,"13,033,023",949
Nager.Date,2.8.2,"Calculate Public Holidays / Federal Holidays for a given year, translation native and english. Country and County support. Supports more than 100 countries","13,024,212",950
AWSSDK.Athena,3.7.403.64,"This release adds support for Amazon Athena. Amazon Athena is an interactive query service that makes it easy to analyze data in Amazon S3 using standard SQL. Athena is serverless, so there is no infrastructure...
More information","13,009,239",951
ImageProcessor,2.9.0,"Image Processor is an easy to use and extend processing library written in C#. Its fluent API makes common imaging tasks very simple to perform.
      
      Methods include; Resize, Rotate, Rounded Corners,...
More information","12,998,617",952
Text.Analyzers,3.3.4,Text Analyzers,"12,991,329",953
NodaTime.Serialization.SystemTextJson,1.3.0,Provides serialization support between Noda Time and System.Text.Json,"12,981,696",954
DotNetOpenAuth.AspNet,4.3.4.13329,"Enables web site visitors to log into an ASP.NET web application via popular identity providers,
			including Google, Yahoo!, Windows Live, Facebook, LinkedIn and Twitter.","12,976,823",955
Npgsql.NetTopologySuite,9.0.3,"NetTopologySuite plugin for Npgsql, allowing mapping of PostGIS geometry types to NetTopologySuite types.","12,968,912",956
SmartFormat.NET,3.6.0,"This package contains the core SmartFormat assemblies with core extensions built-in,
and includes references to additional SmartFormat.Extensions packages.

SmartFormat is a lightweight text templating library...
More information","12,952,854",957
StrongNamer,0.2.5,Strong Namer will automatically add strong names to referenced assemblies which do not already have a strong name.,"12,944,456",958
NServiceBus.Newtonsoft.Json,4.1.0,Json.NET serializer for NServiceBus,"12,929,309",959
NewRelic.Agent,10.39.0,"Make sure you go to New Relic first to sign up and get your license key at https://newrelic.com. Performance monitoring will never be the same after you do!  
            The package is available through your...
More information","12,925,861",960
ReactiveUI,20.2.45,"A MVVM framework that integrates with the Reactive Extensions for .NET to create elegant, testable User Interfaces that run on any mobile or desktop platform. This is the base package with the base platform...
More information","12,896,577",961
Markdown,2.2.1,"Open source C# implementation of Markdown processor, as featured on Stack Overflow. This port is based heavily on the original Perl 1.0.1 and Perl 1.0.2b8 implementations of Markdown, with bits and pieces of...
More information","12,896,570",962
AutoMapper.Extensions.EnumMapping,4.1.0,Convention-based enum value mapping extension for AutoMapper.,"12,878,144",963
Amazon.CDK.Lib,2.186.0,Version 2 of the AWS Cloud Development Kit library (Stability: Stable),"12,852,873",964
ByteSize,2.1.2,ByteSize is a utility class that makes byte size representation in code easier by removing ambiguity of the value being represented. ByteSize is to bytes what System.TimeSpan is to time.,"12,847,775",965
OpenTelemetry.PersistentStorage.FileSystem,1.0.1,OpenTelemetry Persistent Storage,"12,817,468",966
OpenTelemetry.Exporter.Zipkin,1.11.2,Zipkin exporter for OpenTelemetry .NET,"12,810,860",967
Umbraco.Cms.Web.Common,15.3.0,Contains the web assembly needed to run Umbraco CMS.,"12,807,922",968
OpenTelemetry.PersistentStorage.Abstractions,1.0.1,OpenTelemetry Persistent Storage Abstractions.,"12,800,010",969
OpenTracing.Contrib.NetCore,0.9.0,"Adds OpenTracing instrumentation for .NET Core apps that use the `Microsoft.Extensions.*` stack.
Instrumented components: HttpClient calls, ASP.NET Core, Entity Framework Core and any other library that uses...
More information","12,797,724",970
FontAwesome,4.7.0,Iconic font designed for use with Twitter Bootstrap. Package Issues? Post them to https://github.com/JustLikeIcarus/Font-Awesome-NuGet/issues,"12,785,919",971
Cake.FileHelpers,7.0.0,"Cake Build addon to provide Aliases for common File operations (Reading, Writing, Replacing Text).","12,781,815",972
JUnitTestLogger,1.1.0,Package Description,"12,729,649",973
Umbraco.Cms.Infrastructure,15.3.0,Contains the infrastructure assembly needed to run Umbraco CMS.,"12,728,432",974
UnitsNet,5.73.0,Get all the common units of measurement and the conversions between them. It is light-weight and thoroughly tested.,"12,706,446",975
Umbraco.Cms.Examine.Lucene,15.3.0,Adds Examine searching support using Lucene to Umbraco CMS.,"12,671,313",976
Umbraco.Cms.Core,15.3.0,Contains the core assembly needed to run Umbraco CMS.,"12,655,320",977
Volo.Abp.BackgroundWorkers,9.1.1,Package Description,"12,619,201",978
Apache.Arrow,19.0.1,"Apache Arrow is a cross-language development platform for in-memory data. It specifies a standardized language-independent columnar memory format for flat and hierarchical data, organized for efficient analytic...
More information","12,610,102",979
HttpMultipartParser,9.0.0,A C# Http Multipart/form-data parser that works correctly on binary data and very large files.,"12,603,571",980
Google.Apis.Compute.v1,1.69.0.3731,"This is not the recommended package for working with Compute, please use the Google.Cloud.Compute.V1 package.
      This Google APIs Client Library for working with Compute v1 uses older code generation, and is...
More information","12,598,720",981
Volo.Abp.Auditing.Contracts,9.1.1,Package Description,"12,597,032",982
PreMailer.Net,2.6.0,"PreMailer.Net is a C# utility for moving CSS to inline style attributes, to gain maximum E-mail client compatibility.","12,569,520",983
Volo.Abp.Serialization,9.1.1,Package Description,"12,554,891",984
Google.Cloud.SecretManager.V1,2.5.0,Recommended Google client library to access the Secret Manager API (v1).,"12,498,265",985
XLabs.Forms,2.0.5782,"XLabs.Forms is a open source project that aims to provide a powerfull and cross platform set of controls tailored to work with Xamarin Forms.

      This package contains the cross-platform XLabs Forms...
More information","12,495,928",986
OpenIddict.Validation.AspNetCore,6.2.0,ASP.NET Core integration package for the OpenIddict validation services.,"12,482,489",987
Volo.Abp.Caching,9.1.1,Package Description,"12,460,906",988
NetEscapades.Configuration.Yaml,3.1.0,YAML configuration provider implementation to use with Microsoft.Extensions.Configuration.,"12,443,540",989
NUnitTestAdapter,2.3.0,"The NUnit TestAdapter for Visual Studio 2012 and newer for NUnit 2.  With this package you don't need to install the VSIX adapter package, and you don't need to upload the adapter to your TFS server.
Note that...
More information","12,434,875",990
AjaxControlToolkit,20.1.0,"AjaxControlToolkit contains a rich set of controls that you can use to build highly responsive and interactive AJAX-enabled Web applications. AjaxControlToolkit contains more than 40 controls, including the...
More information","12,432,757",991
Amazon.Lambda.DynamoDBEvents,3.1.1,Amazon Lambda .NET Core support - DynamoDBEvents package.,"12,413,171",992
Umbraco.Cms.PublishedCache.NuCache,14.3.3,Contains the published cache assembly needed to run Umbraco CMS.,"12,385,881",993
Ninject.Extensions.Factory,3.3.3,Ninject extension that allows to automatically create factories.,"12,384,293",994
AWSSDK,2.3.55.2,"This is the previous version 2 generation of the AWS SDK for .NET. The new version 3 of the AWS SDK for .NET uses separate packages for each service. For example Amazon S3 is in the AWSSDK.S3 package, Amazon...
More information","12,383,181",995
ApacheThrift,0.21.0,C# .NET Core bindings for the Apache Thrift RPC system,"12,369,846",996
Xunit.DependencyInjection,10.3.0,"Use Microsoft.Extensions.DependencyInjection to inject xunit testclass. If you want write Microsoft.Extensions.Logging to ITestOutputHelper, please install Xunit.DependencyInjection.Logging.

Release...
More information","12,338,560",997
NGraphics,0.5.0,NGraphics is a cross platform library for rendering vector graphics on .NET. It provides a unified API for both immediate and retained mode graphics using high quality native renderers.,"12,333,359",998
TextCopy,6.2.1,A cross platform package to copy text to the clipboard.,"12,306,589",999
coverlet.console,6.0.4,"Coverlet is a cross platform code coverage tool for .NET, with support for line, branch and method coverage.","12,304,050",1000
AdvancedStringBuilder,0.1.1,Contains a simple implementation of the pool and extension methods for string builder.,"12,294,654",1001
libsodium,1.0.20.1,Internal implementation package not meant for direct consumption. Please do not reference directly.,"12,262,558",1002
WebSocket4Net,0.15.2,"WebSocket4Net is a .NET websocket client implemtation. It originates from SuperWebSocket WebSocket Client. For better developing of the websocket client, it was separated from SuperWebSocket and was renamed to...
More information","12,223,913",1003
NetTopologySuite.IO.PostGis,2.1.0,This package contains the IO library to cope with PostGis spatial data.,"12,205,903",1004
